rag_place_id,local_image_count,primary_candidate,image_files,total_size_bytes
HB_0004,1,data/image_pipeline/downloaded/optimized/HB_0004/HB_0004_01.webp,data/image_pipeline/downloaded/optimized/HB_0004/HB_0004_01.webp,191436
HCM_0001,3,data/image_pipeline/downloaded/optimized/HCM_0001/HCM_0001_01.webp,data/image_pipeline/downloaded/optimized/HCM_0001/HCM_0001_01.webp|data/image_pipeline/downloaded/optimized/HCM_0001/HCM_0001_02.webp|data/image_pipeline/downloaded/optimized/HCM_0001/HCM_0001_03.webp,269260
HCM_0002,2,data/image_pipeline/downloaded/optimized/HCM_0002/HCM_0002_01.webp,data/image_pipeline/downloaded/optimized/HCM_0002/HCM_0002_01.webp|data/image_pipeline/downloaded/optimized/HCM_0002/HCM_0002_02.webp,267316
HCM_0003,3,data/image_pipeline/downloaded/optimized/HCM_0003/HCM_0003_01.webp,data/image_pipeline/downloaded/optimized/HCM_0003/HCM_0003_01.webp|data/image_pipeline/downloaded/optimized/HCM_0003/HCM_0003_02.webp|data/image_pipeline/downloaded/optimized/HCM_0003/HCM_0003_03.webp,471110
HCM_0005,3,data/image_pipeline/downloaded/optimized/HCM_0005/HCM_0005_01.webp,data/image_pipeline/downloaded/optimized/HCM_0005/HCM_0005_01.webp|data/image_pipeline/downloaded/optimized/HCM_0005/HCM_0005_02.webp|data/image_pipeline/downloaded/optimized/HCM_0005/HCM_0005_03.webp,395888
HCM_0063,3,data/image_pipeline/downloaded/optimized/HCM_0063/HCM_0063_01.webp,data/image_pipeline/downloaded/optimized/HCM_0063/HCM_0063_01.webp|data/image_pipeline/downloaded/optimized/HCM_0063/HCM_0063_02.webp|data/image_pipeline/downloaded/optimized/HCM_0063/HCM_0063_03.webp,371816
HCM_0088,5,data/image_pipeline/downloaded/optimized/HCM_0088/HCM_0088_01.webp,data/image_pipeline/downloaded/optimized/HCM_0088/HCM_0088_01.webp|data/image_pipeline/downloaded/optimized/HCM_0088/HCM_0088_02.webp|data/image_pipeline/downloaded/optimized/HCM_0088/HCM_0088_03.webp|data/image_pipeline/downloaded/optimized/HCM_0088/HCM_0088_04.webp|data/image_pipeline/downloaded/optimized/HCM_0088/HCM_0088_05.webp,255182
HGI_0003,2,data/image_pipeline/downloaded/optimized/HGI_0003/HGI_0003_01.webp,data/image_pipeline/downloaded/optimized/HGI_0003/HGI_0003_01.webp|data/image_pipeline/downloaded/optimized/HGI_0003/HGI_0003_02.webp,290836
HGI_0005,2,data/image_pipeline/downloaded/optimized/HGI_0005/HGI_0005_01.webp,data/image_pipeline/downloaded/optimized/HGI_0005/HGI_0005_01.webp|data/image_pipeline/downloaded/optimized/HGI_0005/HGI_0005_02.webp,299152
HGI_0020,2,data/image_pipeline/downloaded/optimized/HGI_0020/HGI_0020_01.webp,data/image_pipeline/downloaded/optimized/HGI_0020/HGI_0020_01.webp|data/image_pipeline/downloaded/optimized/HGI_0020/HGI_0020_02.webp,374406
HGI_0022,3,data/image_pipeline/downloaded/optimized/HGI_0022/HGI_0022_01.webp,data/image_pipeline/downloaded/optimized/HGI_0022/HGI_0022_01.webp|data/image_pipeline/downloaded/optimized/HGI_0022/HGI_0022_02.webp|data/image_pipeline/downloaded/optimized/HGI_0022/HGI_0022_03.webp,370416
HGI_0081,5,data/image_pipeline/downloaded/optimized/HGI_0081/HGI_0081_01.webp,data/image_pipeline/downloaded/optimized/HGI_0081/HGI_0081_01.webp|data/image_pipeline/downloaded/optimized/HGI_0081/HGI_0081_02.webp|data/image_pipeline/downloaded/optimized/HGI_0081/HGI_0081_03.webp|data/image_pipeline/downloaded/optimized/HGI_0081/HGI_0081_04.webp|data/image_pipeline/downloaded/optimized/HGI_0081/HGI_0081_05.webp,220138
HPH_0051,2,data/image_pipeline/downloaded/optimized/HPH_0051/HPH_0051_01.webp,data/image_pipeline/downloaded/optimized/HPH_0051/HPH_0051_01.webp|data/image_pipeline/downloaded/optimized/HPH_0051/HPH_0051_02.webp,169912
HPH_0052,2,data/image_pipeline/downloaded/optimized/HPH_0052/HPH_0052_01.webp,data/image_pipeline/downloaded/optimized/HPH_0052/HPH_0052_01.webp|data/image_pipeline/downloaded/optimized/HPH_0052/HPH_0052_02.webp,396008
KG_0001,3,data/image_pipeline/downloaded/optimized/KG_0001/KG_0001_01.webp,data/image_pipeline/downloaded/optimized/KG_0001/KG_0001_01.webp|data/image_pipeline/downloaded/optimized/KG_0001/KG_0001_02.webp|data/image_pipeline/downloaded/optimized/KG_0001/KG_0001_03.webp,269680
KG_0002,3,data/image_pipeline/downloaded/optimized/KG_0002/KG_0002_01.webp,data/image_pipeline/downloaded/optimized/KG_0002/KG_0002_01.webp|data/image_pipeline/downloaded/optimized/KG_0002/KG_0002_02.webp|data/image_pipeline/downloaded/optimized/KG_0002/KG_0002_03.webp,604054
