rag_place_id,place_name,original_image_url,source_page_url,source,credit,license_note,image_order,is_primary,local_original_path,local_optimized_path,public_url,download_status,http_status,content_type,original_width,original_height,optimized_width,optimized_height,file_size_bytes,fail_reason,downloaded_at
CB_0001,Thác Bản Giốc,https://ik.imagekit.io/tvlk/blog/2023/08/thac-ban-gioc-cao-bang.jpg?tr=q-70%2Cc-at_max%2Cw-1000%2Ch-600,https://ik.imagekit.io/tvlk/blog/2023/08/thac-ban-gioc-cao-bang.jpg?tr=q-70%2Cc-at_max%2Cw-1000%2Ch-600,Traveloka,,Cần kiểm tra quyền sử dụng,1,1,data/image_pipeline/downloaded/original/CB_0001/CB_0001_01_2561e9c701ce.jpg,data/image_pipeline/downloaded/optimized/CB_0001/CB_0001_01.webp,/images/destinations/CB_0001/CB_0001_01.webp,downloaded,200,image/webp,898,600,898,600,114422,,2026-05-07T13:44:45+00:00
CB_0001,Thác Bản Giốc,https://ik.imagekit.io/tvlk/blog/2023/08/thac-ban-gioc-cao-bang-1.jpg?tr=q-70%2Cc-at_max%2Cw-1000%2Ch-600,https://ik.imagekit.io/tvlk/blog/2023/08/thac-ban-gioc-cao-bang-1.jpg?tr=q-70%2Cc-at_max%2Cw-1000%2Ch-600,Traveloka,,Cần kiểm tra quyền sử dụng,2,0,data/image_pipeline/downloaded/original/CB_0001/CB_0001_02_f9905246d1fa.jpg,data/image_pipeline/downloaded/optimized/CB_0001/CB_0001_02.webp,/images/destinations/CB_0001/CB_0001_02.webp,downloaded,200,image/webp,1000,563,1000,563,105552,,2026-05-07T13:44:47+00:00
BK_0002,Hồ Ba Bể,https://mia.vn/media/uploads/blog-du-lich/du-lich-ho-ba-be-1-1692282056.jpg,https://mia.vn/media/uploads/blog-du-lich/du-lich-ho-ba-be-1-1692282056.jpg,MIA.vn,,Cần kiểm tra quyền sử dụng,1,1,data/image_pipeline/downloaded/original/BK_0002/BK_0002_01_6f6bb8519157.jpg,data/image_pipeline/downloaded/optimized/BK_0002/BK_0002_01.webp,/images/destinations/BK_0002/BK_0002_01.webp,downloaded,200,image/jpeg,800,534,800,534,46562,,2026-05-07T13:44:48+00:00
BK_0002,Hồ Ba Bể,https://mia.vn/media/uploads/blog-du-lich/du-lich-ho-ba-be-5-1692282068.jpeg,https://mia.vn/media/uploads/blog-du-lich/du-lich-ho-ba-be-5-1692282068.jpeg,MIA.vn,,Cần kiểm tra quyền sử dụng,2,0,data/image_pipeline/downloaded/original/BK_0002/BK_0002_02_d93c4a6c5eac.jpg,data/image_pipeline/downloaded/optimized/BK_0002/BK_0002_02.webp,/images/destinations/BK_0002/BK_0002_02.webp,downloaded,200,image/jpeg,800,528,800,528,131066,,2026-05-07T13:44:49+00:00
BK_0002,Hồ Ba Bể,https://mia.vn/media/uploads/blog-du-lich/du-lich-ho-ba-be-2-1692282059.jpg,https://mia.vn/media/uploads/blog-du-lich/du-lich-ho-ba-be-2-1692282059.jpg,MIA.vn,,Cần kiểm tra quyền sử dụng,3,0,data/image_pipeline/downloaded/original/BK_0002/BK_0002_03_31ae8daa2c67.jpg,data/image_pipeline/downloaded/optimized/BK_0002/BK_0002_03.webp,/images/destinations/BK_0002/BK_0002_03.webp,downloaded,200,image/jpeg,800,523,800,523,86564,,2026-05-07T13:44:51+00:00
SL_0001,Cao nguyên Mộc Châu,https://mia.vn/media/uploads/blog-du-lich/cao-nguyen-moc-chau-1771758332.jpg,https://mia.vn/media/uploads/blog-du-lich/cao-nguyen-moc-chau-1771758332.jpg,MIA.vn,,Cần kiểm tra quyền sử dụng,1,1,data/image_pipeline/downloaded/original/SL_0001/SL_0001_01_9ef7d04de8db.jpg,data/image_pipeline/downloaded/optimized/SL_0001/SL_0001_01.webp,/images/destinations/SL_0001/SL_0001_01.webp,downloaded,200,image/jpeg,800,450,800,450,76886,,2026-05-07T13:44:52+00:00
SL_0001,Cao nguyên Mộc Châu,https://mia.vn/media/uploads/blog-du-lich/cao-nguyen-moc-chau-mua-xuan-1771758332.jpg,https://mia.vn/media/uploads/blog-du-lich/cao-nguyen-moc-chau-mua-xuan-1771758332.jpg,MIA.vn,,Cần kiểm tra quyền sử dụng,2,0,data/image_pipeline/downloaded/original/SL_0001/SL_0001_02_abf137a8006d.jpg,data/image_pipeline/downloaded/optimized/SL_0001/SL_0001_02.webp,/images/destinations/SL_0001/SL_0001_02.webp,downloaded,200,image/jpeg,800,871,800,871,291538,,2026-05-07T13:44:53+00:00
SL_0001,Cao nguyên Mộc Châu,https://mia.vn/media/uploads/blog-du-lich/cao-nguyen-moc-chau-di-chuyen-1771758753.jpg,https://mia.vn/media/uploads/blog-du-lich/cao-nguyen-moc-chau-di-chuyen-1771758753.jpg,MIA.vn,,Cần kiểm tra quyền sử dụng,3,0,data/image_pipeline/downloaded/original/SL_0001/SL_0001_03_6a8143eeac70.jpg,data/image_pipeline/downloaded/optimized/SL_0001/SL_0001_03.webp,/images/destinations/SL_0001/SL_0001_03.webp,downloaded,200,image/jpeg,800,450,800,450,93484,,2026-05-07T13:44:55+00:00
SL_0001,Cao nguyên Mộc Châu,https://mia.vn/media/uploads/blog-du-lich/cao-nguyen-moc-chau-mua-hoa-cai-1771758332.jpg,https://mia.vn/media/uploads/blog-du-lich/cao-nguyen-moc-chau-mua-hoa-cai-1771758332.jpg,MIA.vn,,Cần kiểm tra quyền sử dụng,4,0,data/image_pipeline/downloaded/original/SL_0001/SL_0001_04_a2deebb0fcea.jpg,data/image_pipeline/downloaded/optimized/SL_0001/SL_0001_04.webp,/images/destinations/SL_0001/SL_0001_04.webp,downloaded,200,image/jpeg,800,450,800,450,53300,,2026-05-07T13:44:56+00:00
SL_0001,Cao nguyên Mộc Châu,https://mia.vn/media/uploads/blog-du-lich/cao-nguyen-moc-chau-doi-che-1771758332.jpg,https://mia.vn/media/uploads/blog-du-lich/cao-nguyen-moc-chau-doi-che-1771758332.jpg,MIA.vn,,Cần kiểm tra quyền sử dụng,5,0,data/image_pipeline/downloaded/original/SL_0001/SL_0001_05_87ef1f44433d.jpg,data/image_pipeline/downloaded/optimized/SL_0001/SL_0001_05.webp,/images/destinations/SL_0001/SL_0001_05.webp,downloaded,200,image/jpeg,800,450,800,450,125154,,2026-05-07T13:44:58+00:00
SL_0031,Tà Xùa,https://mia.vn/media/uploads/blog-du-lich/huong-dan-du-lich-ta-xua-01-1712940982.jpg,https://mia.vn/media/uploads/blog-du-lich/huong-dan-du-lich-ta-xua-01-1712940982.jpg,MIA.vn,,Cần kiểm tra quyền sử dụng,1,1,,data/image_pipeline/downloaded/optimized/SL_0031/SL_0031_01.webp,/images/destinations/SL_0031/SL_0031_01.webp,exists,,,,,800,600,46892,,2026-05-07T13:44:59+00:00
SL_0031,Tà Xùa,https://mia.vn/media/uploads/blog-du-lich/huong-dan-du-lich-ta-xua-02-1712940982.jpg,https://mia.vn/media/uploads/blog-du-lich/huong-dan-du-lich-ta-xua-02-1712940982.jpg,MIA.vn,,Cần kiểm tra quyền sử dụng,2,0,,data/image_pipeline/downloaded/optimized/SL_0031/SL_0031_02.webp,/images/destinations/SL_0031/SL_0031_02.webp,exists,,,,,800,600,58390,,2026-05-07T13:44:59+00:00
HB_0004,Bản Văn Mai Châu,https://luhanhvietnam.com.vn/du-lich/vnt_upload/news/10_2022/ban-van-huyen-mai-chau-10.jpg,https://luhanhvietnam.com.vn/du-lich/vnt_upload/news/10_2022/ban-van-huyen-mai-chau-10.jpg,Lữ Hành Việt Nam,,Cần kiểm tra quyền sử dụng,1,1,data/image_pipeline/downloaded/original/HB_0004/HB_0004_01_e8d3d0f825aa.jpg,data/image_pipeline/downloaded/optimized/HB_0004/HB_0004_01.webp,/images/destinations/HB_0004/HB_0004_01.webp,downloaded,200,image/jpeg,700,700,700,700,191436,,2026-05-07T13:44:59+00:00
TH_0091,Bản Mạ Pù Luông,https://vnn.1cdn.vn/2026/05/07/pu.jpg,https://vnn.1cdn.vn/2026/05/07/pu.jpg,vnn.1cdn.vn,,Cần kiểm tra quyền sử dụng,1,1,data/image_pipeline/downloaded/original/TH_0091/TH_0091_01_aee67c52adc1.jpg,data/image_pipeline/downloaded/optimized/TH_0091/TH_0091_01.webp,/images/destinations/TH_0091/TH_0091_01.webp,downloaded,200,image/jpeg,900,600,900,600,181436,,2026-05-07T13:45:01+00:00
NB_0001,Quần thể danh thắng Tràng An,https://mia.vn/media/uploads/blog-du-lich/review-trang-an-ninh-binh-mot-chuyen-hanh-trinh-dang-nho-01-1641911645.jpg,https://mia.vn/media/uploads/blog-du-lich/review-trang-an-ninh-binh-mot-chuyen-hanh-trinh-dang-nho-01-1641911645.jpg,MIA.vn,,Cần kiểm tra quyền sử dụng,1,1,data/image_pipeline/downloaded/original/NB_0001/NB_0001_01_005b43f8a705.jpg,data/image_pipeline/downloaded/optimized/NB_0001/NB_0001_01.webp,/images/destinations/NB_0001/NB_0001_01.webp,downloaded,200,image/jpeg,1000,667,1000,667,99138,,2026-05-07T13:45:02+00:00
NB_0001,Quần thể danh thắng Tràng An,https://mia.vn/media/uploads/blog-du-lich/review-trang-an-ninh-binh-mot-chuyen-hanh-trinh-dang-nho-05-1641911660.jpg,https://mia.vn/media/uploads/blog-du-lich/review-trang-an-ninh-binh-mot-chuyen-hanh-trinh-dang-nho-05-1641911660.jpg,MIA.vn,,Cần kiểm tra quyền sử dụng,2,0,data/image_pipeline/downloaded/original/NB_0001/NB_0001_02_e44b743586cf.jpg,data/image_pipeline/downloaded/optimized/NB_0001/NB_0001_02.webp,/images/destinations/NB_0001/NB_0001_02.webp,downloaded,200,image/jpeg,1200,800,1200,800,251078,,2026-05-07T13:45:03+00:00
NB_0003,Tam Cốc - Bích Động,https://mia.vn/media/uploads/blog-du-lich/tam-coc-bich-dong-canh-sac-tho-mong-xung-danh-nam-thien-de-nhi-dong-1-1640259307.jpg,https://mia.vn/media/uploads/blog-du-lich/tam-coc-bich-dong-canh-sac-tho-mong-xung-danh-nam-thien-de-nhi-dong-1-1640259307.jpg,MIA.vn,,Cần kiểm tra quyền sử dụng,1,1,data/image_pipeline/downloaded/original/NB_0003/NB_0003_01_c5cd669e71dd.jpg,data/image_pipeline/downloaded/optimized/NB_0003/NB_0003_01.webp,/images/destinations/NB_0003/NB_0003_01.webp,downloaded,200,image/jpeg,1080,810,1080,810,343020,,2026-05-07T13:45:05+00:00
NB_0003,Tam Cốc - Bích Động,https://mia.vn/media/uploads/blog-du-lich/tam-coc-bich-dong-canh-sac-tho-mong-xung-danh-nam-thien-de-nhi-dong-2-1640259307.jpg,https://mia.vn/media/uploads/blog-du-lich/tam-coc-bich-dong-canh-sac-tho-mong-xung-danh-nam-thien-de-nhi-dong-2-1640259307.jpg,MIA.vn,,Cần kiểm tra quyền sử dụng,2,0,data/image_pipeline/downloaded/original/NB_0003/NB_0003_02_69fac2fc3adf.jpg,data/image_pipeline/downloaded/optimized/NB_0003/NB_0003_02.webp,/images/destinations/NB_0003/NB_0003_02.webp,downloaded,200,image/jpeg,1024,1503,1024,1503,425236,,2026-05-07T13:45:06+00:00
NB_0030,Bảo tháp Bái Đính,https://mia.vn/media/uploads/blog-du-lich/chua-bai-dinh-4-1775404499.jpg,https://mia.vn/media/uploads/blog-du-lich/chua-bai-dinh-4-1775404499.jpg,MIA.vn,,Cần kiểm tra quyền sử dụng,1,1,data/image_pipeline/downloaded/original/NB_0030/NB_0030_01_409e03be031d.jpg,data/image_pipeline/downloaded/optimized/NB_0030/NB_0030_01.webp,/images/destinations/NB_0030/NB_0030_01.webp,downloaded,200,image/jpeg,800,450,800,450,86260,,2026-05-07T13:45:08+00:00
NB_0030,Bảo tháp Bái Đính,https://mia.vn/media/uploads/blog-du-lich/chua-bai-dinh-8-1775404500.jpg,https://mia.vn/media/uploads/blog-du-lich/chua-bai-dinh-8-1775404500.jpg,MIA.vn,,Cần kiểm tra quyền sử dụng,2,0,data/image_pipeline/downloaded/original/NB_0030/NB_0030_02_1a6181885dbb.jpg,data/image_pipeline/downloaded/optimized/NB_0030/NB_0030_02.webp,/images/destinations/NB_0030/NB_0030_02.webp,downloaded,200,image/jpeg,800,533,800,533,58778,,2026-05-07T13:45:10+00:00
NB_0030,Bảo tháp Bái Đính,https://mia.vn/media/uploads/blog-du-lich/chua-bai-dinh-3-1775404499.jpg,https://mia.vn/media/uploads/blog-du-lich/chua-bai-dinh-3-1775404499.jpg,MIA.vn,,Cần kiểm tra quyền sử dụng,3,0,data/image_pipeline/downloaded/original/NB_0030/NB_0030_03_3ec8f122a6ab.jpg,data/image_pipeline/downloaded/optimized/NB_0030/NB_0030_03.webp,/images/destinations/NB_0030/NB_0030_03.webp,downloaded,200,image/jpeg,800,534,800,534,70668,,2026-05-07T13:45:11+00:00
